,Majority protein IDs,Gene_name_canonical,cluster_annotation,Graph-based_localization_annotation,consensus_graph_annnotation
6636,Q8NC42;F8WCD0;Q53SV6,RNF149,plasma_membrane,plasma_membrane,plasma_membrane
6637,Q8NC44,RETREG2,ER,ER,ER
6638,Q8NC51;D3DQ70,SERBP1,stress_granule,stress_granule,stress_granule
6639,Q8NC69,KCTD6,unclassified,unclassified,unclassified
6640,Q8NCC3;H3BMU8,PLA2G15,lysosome,lysosome,lysosome
6641,Q8NCD3;C9JWC4,HJURP,unclassified,unclassified,unclassified
6642,Q8NCE2;Q8WYY9,MTMR14,Golgi,ERGIC,ERGIC
6643,Q8NCF5,NFATC2IP,unclassified,unclassified,unclassified
6644,Q8NCG7;E7ET49;A0A024QZX9;B4DQQ6;B3KRA0,DAGLB,trans-Golgi,trans-Golgi,trans-Golgi
6645,Q8NCH0;H0YN65,CHST14,Golgi,Golgi,Golgi
6646,Q8NCN4,RNF169,nucleus,nucleus,nucleus
6647,Q8NCN5;A8MT40;B4DZL5;H3BQG3;Q9NWE6,PDPR,mitochondrion,mitochondrion,mitochondrion
6648,Q8NCS4;A0A2R8YCV2,TMEM35B,ER,ER,ER
6649,Q8ND04,SMG8,nucleolus,nucleolus,nucleolus
6650,Q8ND30;Q68DV6;E9PP16;B7Z7G3;B7Z2C0,PPFIBP2,unclassified,cytosol,cytosol
6651,Q8ND56,LSM14A,p-body,p-body,p-body
6652,Q8ND76;B2RBH6;B7Z8E4,CCNY,recycling_endosome,recycling_endosome,recycling_endosome
6653,Q8ND82;Q9UJJ2,ZNF280C,nucleus,nucleus,nucleus
6654,Q8NDC0,MAPK1IP1L,cytosol,cytosol,cytosol
6655,Q8NDD1;Q5TBH9;Q5TBI2,C1orf131,nucleolus,nucleolus,nucleolus
6656,Q8NDI1;A0A140VK17;A8K930,EHBP1,unclassified,cytosol,cytosol
6657,Q8NDN9;B3KR20,RCBTB1,unclassified,unclassified,unclassified
6658,Q8NDT2,RBM15B,nucleolus,nucleolus,nucleolus
6659,Q8NDV7,TNRC6A,stress_granule,stress_granule,stress_granule
6660,Q8NDX5;A5YM43;E7EX82;B4E2T1,PHC3,nucleus,nucleus,nucleus
6661,Q8NDX6,ZNF740,nucleus,nucleus,nucleus
6662,Q8NDZ2,SIMC1,nucleus,nucleus,nucleus
6663,Q8NDZ4;B3KT85;E7ET39;B3KTD4,DIPK2A,Golgi,Golgi,Golgi
6664,Q8NE01,CNNM3,plasma_membrane,plasma_membrane,plasma_membrane
6665,Q8NE86;S4R468,MCU,mitochondrion,mitochondrion,mitochondrion
6666,Q8NEC7,GSTCD,cytosol,cytosol,cytosol
6667,Q8NEF9,SRFBP1,nucleolus,nucleolus,nucleolus
6668,Q8NEJ9;H0YJ17,NGDN,nucleolus,nucleolus,nucleolus
6669,Q8NEL9;A0A087X0H7;D3K5P3;A0A669KB51;Q2PNX9,DDHD1,cytosol,cytosol,cytosol
6670,Q8NEN9,PDZD8,ER,ER,ER
6671,Q8NEW0,SLC30A7,Golgi,Golgi,Golgi
6672,Q8NEY1;A0A0A0MRJ3,NAV1,14-3-3_scaffold,14-3-3_scaffold,14-3-3_scaffold
6673,Q8NEY8,PPHLN1,nucleus,nucleus,nucleus
6674,Q8NEZ2,VPS37A,cytosol,cytosol,cytosol
6675,Q8NEZ3;B4E286;B4DGR6,WDR19,cytosol,cytosol,cytosol
6676,Q8NEZ4;H7BY37;A0A7P0T8F0;A0A7P0T9K8,KMT2C,nucleus,nucleus,nucleus
6677,Q8NEZ5;Q53EY9;B4DFX7,FBXO22,unclassified,cytosol,cytosol
6678,Q8NF37;D3DTC2;A0A0G2JQ62,LPCAT1,ER,ER,ER
6679,Q8NF99,ZNF397,nucleus,nucleus,nucleus
6680,Q8NFA0;K7EQL6;K7EKZ1,USP32,cytosol,cytosol,cytosol
6681,Q8NFC6,BOD1L1,nucleus,nucleus,nucleus
6682,Q8NFF5;Q5T196,FLAD1,mitochondrion,mitochondrion,mitochondrion
6683,Q8NFG4,FLCN,cytosol,cytosol,cytosol
6684,Q8NFH4;B4DKV8;F8VTY2,NUP37,ER,ER,ER
6685,Q8NFH5,NUP35,ER,ER,ER
6686,Q8NFI3,ENGASE,unclassified,unclassified,unclassified
6687,Q8NFJ9;Q5HYI2;E7EQH1;Q4G0L2;B4DJZ7,BBS1,cytosol,cytosol,cytosol
6688,Q8NFP7,NUDT10,cytosol,cytosol,cytosol
6689,Q8NFP9;Q5T321;B3KXQ8;Q6N008;A0A0D9SF28,NBEA,cytosol,cytosol,cytosol
6690,Q8NFQ8,TOR1AIP2,ER,cytosol,cytosol
6691,Q8NFU5;B3KUB1,IPMK,cytosol,cytosol,cytosol
6692,Q8NFU7;A0A023HHK9,TET1,nucleus,nucleus,nucleus
6693,Q8NFV4;D3DXF2,ABHD11,mitochondrion,mitochondrion,mitochondrion
6694,Q8NFW8,CMAS,nucleolus,nucleolus,nucleolus
6695,Q8NFY9,KBTBD8,cytosol,cytosol,cytosol
6696,Q8NFZ5;D6RGJ2,TNIP2,cytosol,cytosol,cytosol
6697,Q8NFZ8,CADM4,plasma_membrane,plasma_membrane,plasma_membrane
6698,Q8NG08;F5H1I4,HELB,cytosol,cytosol,cytosol
6699,Q8NG31;E9PPJ1;H0YCZ2,KNL1,cytosol,cytosol,cytosol
6700,Q8NG68,TTL,cytosol,cytosol,cytosol
6701,Q8NHG7,SVIP,plasma_membrane,plasma_membrane,plasma_membrane
6702,Q8NHH9,ATL2,ER,ER,ER
6703,Q8NHM5;B7ZB05;B4DSN4;A0A0C4DGG3,KDM2B,nucleus,nucleus,nucleus
6704,Q8NHP6;R4GMN1,MOSPD2,ER,ER,ER
6705,Q8NHP8,PLBD2,lysosome,lysosome,lysosome
6706,X5D2S9;X5DNY7;X5D7N8;X5DR91;Q8NHY2;X5D9B8;H0Y339,COP1,unclassified,unclassified,unclassified
6707,Q8NI08,NCOA7,cytosol,cytosol,cytosol
6708,Q8NI22;B4DF17,MCFD2,ERGIC,ERGIC,ERGIC
6709,Q8NI27;A0A0C4DG98,THOC2,nucleus,nucleus,nucleus
6710,Q8NI37,PPTC7,mitochondrion,mitochondrion,mitochondrion
6711,Q8NI60;B4DVB7;Q5T7A2;B4DN23;A1L377;B4DED1;B4DU83,COQ8A,mitochondrion,mitochondrion,mitochondrion
6712,Q8NI62,OK/KNS-cl.6,stress_granule,stress_granule,stress_granule
6713,Q8NI77;B2R6H3;Q4G194,KIF18A,unclassified,nucleus,nucleus
6714,Q8TAD4;Q9H9X0;Q9BTR6;Q9BY48,SLC30A5,Golgi,Golgi,Golgi
6715,Q8TAE6,PPP1R14C,unclassified,cytosol,cytosol
6716,Q8TAE8;Q7LAX7,GADD45GIP1,mitochondrion,mitochondrion,mitochondrion
6717,Q8TAG9;E7EW84;A5YP36,EXOC6,cytosol,cytosol,cytosol
6718,Q8TAP6,CEP76,unclassified,unclassified,unclassified
6719,Q8TAP8,PPP1R35,unclassified,unclassified,unclassified
6720,Q8TAV0;E9PQL1,FAM76A,nucleus,nucleus,nucleus
6721,X5D2R5;Q8TB37;B4DWB0;X5DR74;F8W0A2;B3KSK2,NUBPL,mitochondrion,mitochondrion,mitochondrion
6722,Q8TB45,DEPTOR,unclassified,unclassified,unclassified
6723,Q8TB52,FBXO30,actin_cytoskeleton,actin_cytoskeleton,actin_cytoskeleton
6724,Q8TB61;B3KVY9,SLC35B2,Golgi,Golgi,Golgi
6725,Q8TB72,PUM2,stress_granule,stress_granule,stress_granule
6726,Q8TB96;F5GXC5;B4DXC2;B4DSA2;B4DHQ9;H3BUJ1,ITFG1,recycling_endosome,recycling_endosome,recycling_endosome
6727,Q8TBA6,GOLGA5,Golgi,Golgi,Golgi
6728,Q8TBB5,KLHDC4,unclassified,unclassified,unclassified
6729,Q8TBE9,NANP,cytosol,cytosol,cytosol
6730,Q8TBM8;A0A024RDI9,DNAJB14,ER,ER,ER
6731,Q8TBP0,TBC1D16,cytosol,cytosol,cytosol
6732,Q8TBP6,SLC25A40,mitochondrion,mitochondrion,mitochondrion
6733,Q8TBQ9,TMEM167A,unclassified,ER,ER
6734,Q8TBX8;B3KQV3,PIP4K2C,actin_cytoskeleton,actin_cytoskeleton,actin_cytoskeleton
6735,V9HVY8;Q8TBZ6;D6R954;X6REK4,TRMT10A,cytosol,cytosol,cytosol
6736,Q8TC07;A8K8E1,TBC1D15,cytosol,cytosol,cytosol
6737,Q8TCC3;B8ZZV5,MRPL30,mitochondrion,mitochondrion,mitochondrion
6738,Q8TCD1,C18orf32,ER,ER,ER
6739,V9HWF3;Q8TCD5;A0A384NYP3;J3KRC4;J3KSX6,NT5C,mitochondrion,mitochondrion,mitochondrion
6740,Q8TCE6;Q6NSW5;A0A3B3IRE4;B4DNL9;B4DMU4,DENND10,early_endosome,early_endosome,early_endosome
6741,Q8TCF1;E5RIS3,ZFAND1,cytosol,cytosol,cytosol
6742,Q8TCG1;A0A087X211,CIP2A,cytosol,cytosol,cytosol
6743,Q8TCG2;B3KY39,PI4K2B,trans-Golgi,trans-Golgi,trans-Golgi
6744,Q8TCJ2,STT3B,ER,ER,ER
6745,Q8TCS8,PNPT1,mitochondrion,mitochondrion,mitochondrion
6746,Q8TCT7;A0A087WZ50,SPPL2B,unclassified,unclassified,unclassified
6747,Q8TCX1;H7BYC8,DYNC2LI1,unclassified,unclassified,unclassified
6748,Q8TCY9,URGCP,cytosol,cytosol,cytosol
6749,Q8TD10;A8K735;Q4G0U7;G5EA54;Q49AL5;A0A0S2Z5W3,MIPOL1,plasma_membrane,plasma_membrane,plasma_membrane
6750,Q8TD16,BICD2,recycling_endosome,plasma_membrane,plasma_membrane
6751,Q8TD22;B8ZZJ6;C9JIV5;H7C1S9,SFXN5,mitochondrion,mitochondrion,mitochondrion
6752,Q8TD26,CHD6,nucleus,nucleus,nucleus
6753,Q8TD55;B3KTW8,PLEKHO2,cytosol,cytosol,cytosol
6754,Q8TDB4,MGARP,mitochondrion,mitochondrion,mitochondrion
6755,Q8TDD1,DDX54,nucleolus,nucleolus,nucleolus
6756,Q8TDH9;G5E931,BLOC1S5,trans-Golgi,trans-Golgi,trans-Golgi
6757,Q8TDJ5,TFG/ALK fusion,cytosol,cytosol,cytosol
6758,Q8TDM6,DLG5,plasma_membrane,plasma_membrane,plasma_membrane
6759,Q8TDN6;A0JLQ5;B4E0B8;Q9NUW4,BRIX1,nucleolus,nucleolus,nucleolus
6760,Q8TDR0,TRAF3IP1,unclassified,unclassified,unclassified
6761,Q8TDW0,LRRC8C,plasma_membrane,plasma_membrane,plasma_membrane
6762,Q8TDX7;B2R8K8,NEK7,unclassified,unclassified,unclassified
6763,Q8TDY2,RB1CC1,cytosol,ER,ER
6764,Q8TE02;I3L1Q3;I3L2A9;I3L2T0;I3L3N8;I3L437,ELP5,cytosol,cytosol,cytosol
6765,Q8TE76;B4DTP6,MORC4,nucleus,nucleus,nucleus
6766,Q8TEA1,NSUN6,unclassified,unclassified,unclassified
6767,Q8TEB1;B4DKW4;H0YL98,DCAF11,cytosol,cytosol,cytosol
6768,Q8TEB9,RHBDD1,ERGIC,ER,ER
6769,Q8TED0;H0Y8P4,UTP15,nucleolus,nucleolus,nucleolus
6770,Q8TED1,GPX8,ER,ER,ER
6771,Q8TEH3,DENND1A,14-3-3_scaffold,14-3-3_scaffold,14-3-3_scaffold
6772,Q8TEM1,NUP210,ER,ER,ER
6773,Q8TEP8;A0A0A0MR42;K7ENP4;H0Y966,CEP192,centrosome,centrosome,centrosome
6774,Q8TEQ0,SNX29,early_endosome,early_endosome,early_endosome
6775,Q8TEQ8,PIGO,ER,ER,ER
6776,Q8TEU7;B7Z7Y1,RAPGEF6,unclassified,cytosol,cytosol
6777,Q8TEV9;B4DL51,SMCR8,lysosome,lysosome,lysosome
6778,Q8TEW0;Q5VWV2;Q8IX27;Q8IX28,PARD3,plasma_membrane,plasma_membrane,plasma_membrane
6779,Q8TEX9;B3KQ33;D3DS63;B3KPS9;B3KT38;B3KTB3;Q6I9Y8;H0YN14;B3KSQ4;Q59H62;B3KPY9;B4DXR7,IPO4,cytosol,cytosol,cytosol
6780,Q8TEY7,USP33,ER,ER,ER
6781,Q8TF30,WHAMM,cytosol,cytosol,cytosol
6782,Q8TF46,DIS3L,stress_granule,cytosol,cytosol
6783,Q8TF71;A0A087X138;Q05BR4,SLC16A10,plasma_membrane,plasma_membrane,plasma_membrane
6784,Q8TF74;A0A024R1X2,WIPF2,actin_cytoskeleton,actin_cytoskeleton,actin_cytoskeleton
6785,Q8TF76;A8K9K0,HASPIN,nucleolus,nucleolus,nucleolus
6786,Q8WTR2,DUSP19,unclassified,unclassified,unclassified
6787,Q8WTS6,SETD7,cytosol,cytosol,cytosol
6788,Q8WTW3;A0A087WVI0;E9PBL8,COG1,Golgi,Golgi,Golgi
6789,Q8WTW4,NPRL2,lysosome,unclassified,lysosome
6790,Q8WU10;A0A024RAT6,PYROXD1,cytosol,cytosol,cytosol
6791,Q8WU17,RNF139,ER,ER,ER
6792,Q8WU76;A0A087WUD7,SCFD2,ER,ER,ER
6793,Q8WU79;A0A087WV97;X6RCC3,SMAP2,early_endosome,early_endosome,early_endosome
6794,Q8WU90;B7Z592,ZC3H15,translation,translation,translation
6795,Q8WUA2;Q6P392;Q32Q83,PPIL4,unclassified,unclassified,unclassified
6796,Q8WUA4;Q53QN0;A0A087WZD8,GTF3C2,nucleus,nucleus,nucleus
6797,Q8WUB2;B4DJX7;B4DMY2,FAM216A,unclassified,unclassified,unclassified
6798,Q8WUB8;S5FZ81;S5FMB0;S5FQ49,PHF10,nucleolus,nucleolus,nucleolus
6799,Q8WUD1;A0A3B3ITL1;Q5HYI5;B4DUD4,RAB2B,trans-Golgi,trans-Golgi,trans-Golgi
6800,Q8WUD6,CHPT1,trans-Golgi,ERGIC,ERGIC
6801,Q8WUH2,TGFBRAP1,early_endosome,early_endosome,early_endosome
6802,Q8WUH6;B3KMF8,TMEM263,ER,unclassified,ER
6803,Q8WUK0,PTPMT1,mitochondrion,mitochondrion,mitochondrion
6804,Q8WUM0;B4E206;A0A024R3R6;B4E3T7,NUP133,ER,ER,ER
6805,Q8WUM4;B7Z5C1,PDCD6IP,cytosol,cytosol,cytosol
6806,Q8WUN7;B2R886,UBTD2,plasma_membrane,plasma_membrane,plasma_membrane
6807,Q8WUP2,FBLIM1,cytosol,cytosol,cytosol
6808,Q8WUQ7;B4DSX7,CACTIN,nucleus,nucleus,nucleus
6809,Q8WUR7;A0A0S2Z6M2;H3BMR1;H0Y996,C15orf40,unclassified,unclassified,unclassified
6810,Q8WUT1;F8WEE2,POLDIP3,nucleus,nucleus,nucleus
6811,Q8WUU5,GATAD1,nucleolus,nucleus,nucleus
6812,Q8WUW1,BRK1,actin_cytoskeleton,actin_cytoskeleton,actin_cytoskeleton
6813,Q8WUX2,CHAC2,cytosol,cytosol,cytosol
6814,Q8WUY1;H0YAR9,THEM6,ER,ER,ER
6815,Q8WUY8;M0R1E3,NAT14,ER,ER,ER
6816,Q8WUY9;A0A2X0SFC1;B4DRG1,DEPDC1B,unclassified,unclassified,unclassified
6817,Q8WUZ0;I3L1Q2,BCL7C,nucleus,nucleus,nucleus
6818,Q8WV41;H3BPR3,SNX33,actin_cytoskeleton,actin_cytoskeleton,actin_cytoskeleton
6819,Q8WV44;Q9NT12;Q658W3,TRIM41,unclassified,unclassified,unclassified
6820,Q8WV74,NUDT8,mitochondrion,mitochondrion,mitochondrion
6821,Q8WV92;H7C3Q6;B8ZZL5,MITD1,early_endosome,early_endosome,early_endosome
6822,Q8WV93;H0Y5F4,AFG1L,mitochondrion,mitochondrion,mitochondrion
6823,Q8WVC6;K7ESP4,DCAKD,ER,ER,ER
6824,Q8WVF1;C9JF58,OSCP1,cytosol,cytosol,cytosol
6825,Q8WVI0,UQCC5,mitochondrion,mitochondrion,mitochondrion
6826,Q8WVJ2;E5RFP0,NUDCD2,cytosol,cytosol,cytosol
6827,Q8WVM7;Q4LE48,STAG1,nucleus,nucleus,nucleus
6828,Q8WVM8;A0A7I2V5I2;Q53GW1;A0A7I2V3B4;A0A7I2V4U2;A0A7I2V3G4;A0A7I2V4B8;A0A7I2V320;B7Z738;G3V2M8;A0A7I2V590;A0A7I2V362;H0YIZ7;G3V5E2;A0A7I2V5H5,SCFD1,ERGIC,ERGIC,ERGIC
6829,Q8WVT3;B3KST6;Q8N9N0;A0A0J9YXQ9;Q53QD4;A0A0G2JQW1,TRAPPC12,trans-Golgi,trans-Golgi,trans-Golgi
6830,Q8WVX3,C4orf3,ER,ER,ER
6831,Q8WVY7,UBLCP1,proteasome,proteasome,proteasome
6832,Q8WW12,PCNP,nucleus,unclassified,nucleus
6833,Q8WW35;Q05DG1;E7ESA3;E7ER86,DYNLT2B,translation,translation,translation
6834,Q8WW59;B4DUC9,SPRYD4,mitochondrion,mitochondrion,mitochondrion
6835,Q8WWB7;A0A087X0W3,GLMP,lysosome,lysosome,lysosome
6836,Q8WWH5;B4DZ90,TRUB1,mitochondrion,mitochondrion,mitochondrion
6837,Q8WWI3;Q9Y4X4,KLF12,nucleus,nucleus,nucleus
6838,Q8WWM7;A0A024QZB7;A0A024QZ91,ATXN2L,stress_granule,stress_granule,stress_granule
6839,Q8WWQ0,PHIP,nucleus,nucleus,nucleus
6840,Q8WWY3;E7EVX8;B4DWW8,PRPF31,nucleus,nucleus,nucleus
6841,Q8WX93;B2RTX2,PALLD,actin_cytoskeleton,actin_cytoskeleton,actin_cytoskeleton
6842,Q8WXA9;Q69YM5,SREK1,nucleus,nucleus,nucleus
6843,Q8WXC6,COPS9,cytosol,cytosol,cytosol
6844,Q8WXD5,GEMIN6,stress_granule,stress_granule,stress_granule
6845,Q8WXD9;D3DU87,CASKIN1,nucleus,nucleus,nucleus
6846,Q8WXE0,CASKIN2,plasma_membrane,plasma_membrane,plasma_membrane
6847,Q8WXF1;B4DWI8;A0A024RDP4;X6RDA4,PSPC1,nucleus,nucleus,nucleus
6848,Q8WXH0,SYNE2,ER,ER,ER
6849,Q8WXI9;A0A0U1RRM1;B3KSZ4,GATAD2B,nucleus,nucleus,nucleus
6850,Q8WXW3,PIBF1,centrosome,centrosome,centrosome
6851,Q8WY07,SLC7A3,plasma_membrane,plasma_membrane,plasma_membrane
6852,Q8WY36;A8K6U2;Q9H6A7,BBX,nucleus,nucleus,nucleus
6853,Q8WY54,PPM1E,cytosol,cytosol,cytosol
6854,Q8WY91,THAP4,unclassified,unclassified,unclassified
6855,Q8WYN0;H7BYM2;A0A0A0MT61;G5E979,ATG4A,cytosol,cytosol,cytosol
6856,Q8WYP5;B3KTD2,AHCTF1,nucleus,nucleus,nucleus
6857,Q8WYQ5;Q53GY5,DGCR8,nucleolus,nucleolus,nucleolus
6858,Q8WZ82,OVCA2,mitochondrion,mitochondrion,mitochondrion
6859,Q8WZA1,POMGNT1,Golgi,Golgi,Golgi
6860,Q8WZA9,IRGQ,cytosol,cytosol,cytosol
6861,Q92466;A0A087X0X5,DDB2,unclassified,unclassified,unclassified
6862,Q92484,SMPDL3A,lysosome,lysosome,lysosome
6863,Q92520,FAM3C,Golgi,Golgi,Golgi
6864,Q92522,H1-10,nucleolus,nucleolus,nucleolus
6865,Q92539,LPIN2,cytosol,cytosol,cytosol
6866,Q92540;E9PD50;Q96N31;Q6TV06;B4DLY0;B1ALB4;Q8NB69,SMG7,stress_granule,stress_granule,stress_granule
6867,Q92542;B4DR82;B4DJN0,NCSTN,ER,ER,ER
6868,Q92545,TMEM131,ER,ER,ER
6869,Q92547,TOPBP1,translation,nucleus,nucleus
6870,Q92558;Q5SZK5,WASF1,actin_cytoskeleton,actin_cytoskeleton,actin_cytoskeleton
6871,Q92564;B4DH26;H0Y907,DCUN1D4,unclassified,unclassified,unclassified
6872,Q92567,FAM168A,unclassified,unclassified,unclassified
6873,Q92569;Q8N381;Q68CY7;F6TDL0;B4DXM8;Q7Z3W2;Q05DQ0;B4E3G5,PIK3R3,actin_cytoskeleton,actin_cytoskeleton,actin_cytoskeleton
6874,Q92572;F5H459,AP3S1,lysosome,early_endosome,early_endosome
6875,Q92575;B4E240;B3KTD5,UBXN4,ER,ER,ER
6876,Q92576;E7EVH3,PHF3,nucleolus,nucleolus,nucleolus
6877,Q92585,MAML1,nucleus,nucleus,nucleus
6878,Q92604,LPGAT1,ER,ER,ER
6879,Q92610;H0YM74,ZNF592,nucleus,nucleus,nucleus
6880,Q92615,LARP4B,stress_granule,stress_granule,stress_granule
6881,Q92618,ZNF516,nucleus,nucleus,nucleus
6882,Q92621,NUP205,ER,ER,ER
6883,Q92625,ANKS1A,cytosol,cytosol,cytosol
6884,Q92626,PXDN,ER,ER,ER
6885,Q92643;A6NEM5;B1AK81,PIGK,ER,ER,ER
6886,Q92665,MRPS31,mitochondrion,mitochondrion,mitochondrion
6887,Q92685;H7C0X4;C9J7S5,ALG3,translation,translation,translation
6888,Q92692,NECTIN2,plasma_membrane,plasma_membrane,plasma_membrane
6889,Q92696;H0YLH3,RABGGTA,cytosol,cytosol,cytosol
6890,Q92698;A8K996;B4DLX7,RAD54L,unclassified,unclassified,unclassified
6891,Q92729,PTPRU,plasma_membrane,plasma_membrane,plasma_membrane
6892,Q92738;X6RAB3,USP6NL,actin_cytoskeleton,plasma_membrane,plasma_membrane
6893,Q92747;V9HVZ6;Q59GQ0,ARPC1A,actin_cytoskeleton,actin_cytoskeleton,actin_cytoskeleton
6894,Q92750;J3KTH2;A4PBF7;B4DYT3,TAF4B,nucleus,nucleus,nucleus
6895,Q92769;B3KUJ5,HDAC2,nucleus,nucleus,nucleus
6896,Q92783;B2RAY1;B4DZT2;A6NMU3,STAM,early_endosome,early_endosome,early_endosome
6897,Q92784,DPF3,nucleus,nucleus,nucleus
6898,Q92791;B4DVZ5;K7ERA3,P3H4,ER,ER,ER
6899,Q92793;B4E3L4,CREBBP,nucleus,nucleus,nucleus
6900,Q92804;A0A075B7D9;B4E312,TAF15,nucleus,nucleus,nucleus
6901,Q92823;A0A1S5UZH4;Q14CA1;C9JYY6;F8W775;B7Z670;Q4KMQ7;A0A087X2B3,NRCAM,plasma_membrane,plasma_membrane,plasma_membrane
6902,Q92830,KAT2A,nucleus,nucleus,nucleus
6903,Q92833,JARID2,nucleus,nucleus,nucleus
6904,Q92834;Q53EZ8;A8K717;A0A2R8YFT6;A0A2R8Y414,RPGR,cytosol,cytosol,cytosol
6905,Q92845;B7Z7E7,KIFAP3,cytosol,cytosol,cytosol
6906,Q92859;A0A024R610;Q59FP8,NEO1,plasma_membrane,plasma_membrane,plasma_membrane
6907,Q92870;B4E2F2;H0YAJ5;G5E9Y1;Q5I0G1,APBB2,recycling_endosome,recycling_endosome,recycling_endosome
6908,Q92878;A0A1W2PQ90;A0A494C1B7;Q32P42;E7EN38,RAD50,nucleus,nucleus,nucleus
6909,Q92896;H3BM42,GLG1,trans-Golgi,trans-Golgi,trans-Golgi
6910,Q92908;Q53EU2,GATA6,nucleus,nucleus,nucleus
6911,Q92917,GPKOW,unclassified,unclassified,unclassified
6912,Q92930;H0YNE9;B4DMS1,RAB8B,early_endosome,plasma_membrane,plasma_membrane
6913,Q92945;M0R0C6;A0A384P5V3;A0A087WTP3;B4DV73;M0R0I5,KHSRP,nucleus,nucleus,nucleus
6914,Q92966;B4DDR9;Q5T282,SNAPC3,unclassified,unclassified,unclassified
6915,Q92968,PEX13,peroxisome,peroxisome,peroxisome
6916,Q92979;A8K6D2;B4DQC7;V9GYP5;A0A087WWQ2;A0A087WVM7;B4DP65,EMG1,nucleolus,nucleolus,nucleolus
6917,Q92990;B4DJ85,GLMN,cytosol,cytosol,cytosol
6918,Q92994;A0A024R6P8,BRF1,cytosol,unclassified,cytosol
6919,Q93008;D3DWB6,USP9X,cytosol,unclassified,cytosol
6920,Q93009,USP7,unclassified,nucleus,nucleus
6921,Q93033;A0A1L7MZY4,CD101,unclassified,unclassified,unclassified
6922,Q93034,CUL5,cytosol,cytosol,cytosol
6923,Q93052;B7ZLW0;B7Z8W0;C9JUT4,LPP,cytosol,cytosol,cytosol
6924,Q93074;B4DYQ3;Q7Z3Z5,MED12,cytosol,nucleus,nucleus
6925,Q93100,PHKB,cytosol,cytosol,cytosol
6926,Q969E2;K7EJJ4;C9JWM2,SCAMP4,recycling_endosome,recycling_endosome,recycling_endosome
6927,Q969F1,GTF3C6,unclassified,nucleus,nucleus
6928,Q969F9;G5E9V4;B4DPS7;Q8N3N1,HPS3,cytosol,cytosol,cytosol
6929,Q969H8;M0QYN0;M0QXF7,MYDGF,ER,ER,ER
6930,Q969K3;H7BYJ1;A0A087WTM5,RNF34,cytosol,cytosol,cytosol
6931,Q969N2;A0A1W2PPR6,PIGT,ER,ER,ER
6932,Q969P0;C9J8Z4,IGSF8,plasma_membrane,plasma_membrane,plasma_membrane
6933,Q969Q0;B2R4V2,RPL36AL,unclassified,unclassified,unclassified
6934,Q969Q5;F8W8H5,RAB24,ER,ER,ER
6935,Q969Q6,PPP2R3C,nucleus,unclassified,nucleus
6936,Q969S3,ZNF622,nucleus,translation,translation
6937,Q969T4;R4GND1;A0A1B0GX65;R4GN77,UBE2E3,unclassified,unclassified,unclassified
6938,Q969T7,NT5C3B,mitochondrion,cytosol,cytosol
6939,Q969U7;K7ENR6;V9GZ55,PSMG2,proteasome,proteasome,proteasome
6940,Q969V3;B2RA56;A0A0C4DGP7;K7ENM2,NCLN,ER,ER,ER
6941,Q969X6;H3BSH7;A0A0J9YWM9;A0A0J9YWK2,UTP4,nucleolus,nucleolus,nucleolus
6942,Q969Y2,GTPBP3,mitochondrion,mitochondrion,mitochondrion
6943,Q969Z3,MTARC2,mitochondrion,mitochondrion,mitochondrion
6944,Q96A00;A0A0B4J2A3;K7EJB8;K7EMN0,PPP1R14A,unclassified,unclassified,unclassified
6945,Q96A19,CCDC102A,cytosol,cytosol,cytosol
6946,Q96A33;A0A087WYW6,CCDC47,ER,ER,ER
6947,Q96A35;X6RJ73,MRPL24,mitochondrion,mitochondrion,mitochondrion
6948,Q96A46,SLC25A28,mitochondrion,mitochondrion,mitochondrion
6949,Q96A47;F1T0J9,ISL2,nucleus,nucleus,nucleus
6950,Q96A54;C9JNM5;Q2V062;F8W782;C9J0W7,ADIPOR1,plasma_membrane,plasma_membrane,plasma_membrane
6951,Q96A57;Q5JWB9;A0A087WTT2,TMEM230,trans-Golgi,trans-Golgi,trans-Golgi
6952,Q96AA3;B5MDE0;A0A291FGD9;C9JP01,RFT1,ER,ER,ER
6953,Q96AB3;K7EKW4;K7ENV7,ISOC2,mitochondrion,mitochondrion,mitochondrion
6954,Q96AB6;H3BNJ5,NTAN1,cytosol,cytosol,cytosol
6955,Q96AD6;B3KPS5;P43250;F8W9W2;D6RHX8,GRK6,plasma_membrane,plasma_membrane,plasma_membrane
6956,Q96AE7,TTC17,ER,ER,ER
6957,Q96AG3;B4DY98,SLC25A46,mitochondrion,mitochondrion,mitochondrion
6958,Q96AG4,LRRC59,ER,ER,ER
6959,Q96AJ9,VTI1A,trans-Golgi,trans-Golgi,trans-Golgi
6960,Q96AN5;B4DPF8;B4DMT0;B4DMR6,TMEM143,nucleus,nucleus,nucleus
6961,Q96AQ6;B4E1J0;B4E0K4;B4DV94,PBXIP1,ER,ER,ER
6962,Q96AT1,KIAA1143,unclassified,unclassified,unclassified
6963,Q96AT9;C9J6A7;B3KTW7;C9J9T0,RPE,cytosol,cytosol,cytosol
6964,Q96AV8;F8VSE7,E2F7,14-3-3_scaffold,14-3-3_scaffold,14-3-3_scaffold
6965,Q96AX1;B2RDH6;A0A2R8YF87;H3BMM5,VPS33A,lysosome,lysosome,lysosome
6966,Q96AY2,EME1,unclassified,nucleus,nucleus
